data,stayingpower,texture,smell,price,others,colour,shipping,packing,processed_data
"Nhận được hàng là test ngay, trời ơi quá là sang xịn mịn. Lại còn sale 2 cây 99k quá ư là rẻ luôn. Mình có rất nhiều cây son nhưng 2 cây focallure này bây giờ chiếm top 1 lòng mình luôn. Rất recommend mn nha. Màu mình mua là 302 và 501 :>",-1,2,-1,2,-1,1,-1,-1,nhận được hàng là test ngay trời ơi quá là sang xịn mịn lại còn sale cây 99 k quá ư là rẻ luôn mình có rất nhiều cây son nhưng cây focallure này bây giờ chiếm top lòng mình luôn rất recommend mn nha màu mình mua là 302 và 501
"Chất son mịn, màu xinh, son hợp không khí noel lắm á, giao hàng nhanh như chớp sáng 24 đặt mà 26 đã có đi chơi rồi",-1,2,-1,-1,-1,2,2,-1,chất son mịn màu xinh son hợp không khí noel lắm giao hàng nhanh như chớp sáng đặt mà đã có đi chơi rồi
Son lên màu đẹp. Giao hàng nhanh. Đóng gói rất chắc chắn. Nói chung là rất tốt.,-1,-1,-1,-1,-1,2,2,2,son lên màu đẹp giao hàng nhanh đóng gói rất chắc chắn nói chung là rất tốt
"ko còn gì để nói, chất son mướt, mềm, ko lộ vân môi, mình ko ngờ son nội địa trung có thể đẹp như vậy. recommend mn mua 2 màu này",-1,2,-1,-1,-1,-1,-1,-1,ko còn gì để nói chất son mướt mềm ko lộ vân môi mình ko ngờ son nội địa trung có thể đẹp như vậy recommend mn mua màu này
"Chưa dùng nên chưa biết ntn, đóng gói đẹp, giao siêu lâu luôn, dùg sẽ fb sau",-1,-1,-1,-1,-1,-1,0,-1,chưa dùng nên chưa biết ntn đóng gói đẹp giao siêu lâu luôn dùg sẽ fb sau
"Viettel TB: Goi ST15K gia han khong thanh cong. Quy khach tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). De biet them thong tin ve cac goi Mobile Internet khac, vui long bam goi *098#. Chi tiet LH 198 (0d). Tran trong.i",-1,-1,-1,-1,1,-1,-1,-1,viettel tb goi gia han khong thanh cong quy khach tiep tuc truy cap theo goi mobile internet dang su dung neu co de biet them thong tin ve cac goi mobile internet khac vui long bam goi chi tiet lh 198 tran trong i
"-Son lên màu đẹp
-Chất siêu lì
-Cầm chắc tay thiết kế chắc chắn
-Mẫu mã cute
-Mùi: 1* _ như mùi xà bông nhưng bay nhanh
(Nhưng với cái giá hạt rẻ kia thì nên mua nếu bỏ qua được mùi son)",2,-1,0,2,-1,2,-1,-1,son lên màu đẹp chất siêu lì cầm chắc tay thiết kế chắc chắn mẫu mã cute mùi như mùi xà bông nhưng bay nhanh nhưng với cái giá hạt rẻ kia thì nên mua nếu bỏ qua được mùi son
Son Focallure thời gian gần đây đang làm mưa làm gió trên các trang thương mại điện tử hay các diễn đàn làm đẹp. Vậy đặc điểm nổi bật của son này là gì có những loại son nào chúng mình cùng nhau tìm hiểu bài viết dưới đây và lựa chọn cho mình 1 sản phẩm ưng ý nhất nhé.,-1,-1,-1,-1,1,-1,-1,-1,son focallure thời gian gần đây đang làm mưa làm gió trên các trang thương mại điện tử hay các diễn đàn làm đẹp vậy đặc điểm nổi bật của son này là gì có những loại son nào chúng mình cùng nhau tìm hiểu bài viết dưới đây và lựa chọn cho mình sản phẩm ưng ý nhất nhé
"Công dụng: LÀm đẹp
Kết cấu: đẹp
Độ bền màu: chua ro
Giao nhanh , mùi son kẹo ngọt rất dễ chịu, với đứa bị viêm mũi như mk thì mùi hắc chịu k đc , nhưng e lại khác , chất son mượt , võ chắc 
chắn , có team chống giả, còn về độ lì thì mk chưa biết kkkkk🤣🤣🤣🤣🤣🤣🤣 quá iêm",1,2,2,-1,-1,-1,2,-1,công dụng làm đẹp kết cấu đẹp bền màu chua ro giao nhanh mùi son kẹo ngọt rất dễ chịu với đứa bị viêm mũi như mk thì mùi hắc chịu k đc nhưng e lại khác chất son mượt võ chắc chắn có team chống giả còn về độ lì thì mk chưa biết quá iêm
Son lên màu ok không làm cho môi bị khô mình chọn màu này có mùi vani nhẹ,-1,2,2,-1,-1,2,-1,-1,son lên màu ok không làm cho môi bị khô mình chọn màu này có mùi vani nhẹ
"Công dụng: tô son
Độ bền màu: 6/10
Sản phẩm đẹp, giá rẻ..........................",2,-1,-1,2,-1,-1,-1,-1,công dụng tô son bền màu 6 10 sản phẩm đẹp giá
Shop đóng gói kĩ càng. Ảnh và video chỉ mang tính chất nhận xu.,-1,-1,-1,-1,-1,-1,-1,2,shop đóng gói kĩ càng ảnh và video chỉ mang tính chất nhận xu
Chất lượng sp tốt giữ hương lâu rất oki hợp vs giá tiền hs nha hahhahahah,-1,-1,2,2,-1,-1,-1,-1,chất lượng sp tốt giữ hương lâu rất oki hợp vs giá tiền hs nha
"Màu son khi mới tô lên nhìn xịn lắm 
Nhưng mà bặm qua giấy cái nhìn màu hơi hồng hồng ấy
Theo mình thấy thì màu này không lì lắm
Mùi son dễ chịu
Sẽ còn ủng hộ shop",0,-1,2,-1,-1,1,-1,-1,màu son khi mới tô lên nhìn xịn lắm nhưng mà bặm qua giấy cái nhìn màu hơi hồng hồng ấy theo mình thấy thì màu này không lì lắm mùi son dễ chịu sẽ còn ủng hộ shop
Son đẹp lắm nhaaa mọi người mua ủng hộ shop đi ạ rẻ bèo đặc biệt là lâu trôi nữa❤❤,2,-1,-1,2,-1,-1,-1,-1,son đẹp lắm nhaaa mọi người mua ủng hộ shop đi ạ rẻ bèo đặc biệt là lâu trôi nữa
"Kết cấu: đặc
Shop chuẩn bị hàng nhanh. Đóng gói cẩn thận. Chất lượng tốt. Tư vấn cũng nhiệt tình. Sẽ ủng hộ shop trong thời gian dài",-1,1,-1,-1,-1,-1,-1,2,kết cấu đặc shop chuẩn bị hàng nhanh đóng gói cẩn thận chất lượng tốt tư vấn cũng nhiệt tình sẽ ủng hộ shop trong thời gian dài
"Giao hàng hơi lâu, nhma dùng khá thích nha, mùi như mùi kẹo ưng",-1,-1,2,-1,-1,-1,0,-1,giao hàng hơi lâu nhma dùng khá thích nha mùi như mùi kẹo ưng
"Mua màu này gần cả chục cây rồi :)) dùng thích lắmmm
Nên mua nha",-1,-1,-1,-1,-1,2,-1,-1,mua màu này gần cả chục cây rồi dùng thích lắmmm nên mua nha
"Mk thấy sp quá ư oke lunnnnnnnn 
Với giá như này mà được mí sp ổn áp ghia",-1,-1,-1,2,-1,-1,-1,-1,mk thấy sp quá ư oke với giá như này mà được mí sp ổn áp ghia
"Son màu đẹp, thơm với giá 37 cành thì như vậy là đc rồi không đòi hỏi thêm gì nữa",-1,-1,-1,2,-1,2,-1,-1,son màu đẹp thơm với giá cành thì như vậy là đc rồi không đòi hỏi thêm gì nữa
"Thơm mùi socola 
Mịn xịn thơm mướt 
Đóng hàng kĩ son xinh xỉu 😍😘❤ 
Đóng gói hàng kĩ 📦",-1,2,2,-1,-1,-1,-1,2,thơm mùi socola mịn xịn thơm mướt đóng hàng kĩ son xinh xỉu đóng gói hàng kĩ
Shopppppp giaoooo thiếuuuuu hànggggggggggg :)))) mua cả dây chun mà giao mỗi son ;)))))))))))),-1,-1,-1,-1,-1,-1,0,-1,mua cả dây chun mà giao mỗi son
"Công dụng: son
Kết cấu: đẹp
Độ bền màu: lì",2,2,-1,-1,-1,-1,-1,-1,công dụng son kết cấu đẹp bền màu lì
Chất son mịn mùi rất thơm kiểu dịu nhẹ bôi không bị khô mà rất mượt mọi người nên thử nhaaaaaa!!!,-1,2,2,-1,-1,-1,-1,-1,chất son mịn mùi rất thơm kiểu dịu nhẹ bôi không bị khô mà rất mượt mọi người nên thử
Son mịn thơm mùi cam.  Đánh lên mướt ko bị vón.  Dùng khá ổn .  Thank shop,-1,2,2,-1,-1,-1,-1,-1,son mịn thơm mùi cam đánh lên mướt ko bị vón dùng khá ổn thank shop
"Kết cấu: chất son mịn, thơm ...
Độ bền màu: ko lì lắm",0,2,2,-1,-1,-1,-1,-1,kết cấu chất son mịn thơm bền màu ko lì lắm
Lần nào mua son ở đây cũng ưng. Chất son mình đánh thêm 1 lớp dưỡng là vừa vặn luôn không có khô gì hết.,-1,2,-1,-1,-1,-1,-1,-1,lần nào mua son ở đây cũng ưng chất son mình đánh thêm lớp dưỡng là vừa vặn luôn không có khô gì hết
"son đẹpppp , mịn môi lắm luôn ạ, giá lại rẻ nữa nói chung là quá okkk",-1,2,-1,2,-1,-1,-1,-1,son mịn môi lắm luôn giá lại rẻ nữa nói chung là quá
"Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm rất tốt",-1,-1,-1,-1,-1,-1,-1,2,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất tốt
"Shop gửi hàng nhanh, đóng gói cẩn thẩn, shop mall chính hãng nên yên tâm lắm",-1,-1,-1,-1,-1,-1,2,2,shop gửi hàng nhanh đóng gói cẩn thẩn shop mall chính hãng nên yên tâm lắm
"Giao hàng nhanh, đóng gói cẩn thận, chưa mở nên chưa biết nhưng với giá này cũng khá ổn rồi",-1,-1,-1,2,-1,-1,2,2,giao hàng nhanh đóng gói cẩn thận chưa mở nên chưa biết nhưng với giá này cũng khá ổn rồi
"Giao hàng khá lâu
Nhưng cũng thông cảm vì do dịch
Hchfbdjodfnfbudjd",-1,-1,-1,-1,-1,-1,1,-1,giao hàng khá lâu nhưng cũng thông cảm vì do dịch
Son lên màu đẹp. Mà còn rẻ. Nên mua nha mọi người !!!!!!!!!!!!,-1,-1,-1,2,-1,2,-1,-1,son lên màu đẹp mà còn rẻ nên mua nha mọi người
"Son siêu siêu đẹp, màu son lên màu đều, mịn , có mùn thơm giá lại rẻ ( hình ảnh chỉ mang tính chất nhận xu) ",-1,2,2,2,-1,2,-1,-1,son siêu siêu đẹp màu son lên màu đều mịn có mùn thơm giá lại rẻ hình ảnh chỉ mang tính chất nhận xu
sp ok lắm mỗi là hàng qte nen hơi lâu mn ạ🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,-1,-1,-1,-1,-1,-1,0,-1,sp ok lắm mỗi là hàng qte nen hơi lâu mn ạ
Vỏ son thì xinh xỉu đã sùng nhiều của hero orange r nên cảm thấy son rất mướt lên môi xinh xỉu :33 nên mua nên mua nhaaa,-1,2,-1,-1,-1,-1,-1,-1,vỏ son thì xinh xỉu đã sùng nhiều của hero orange r nên cảm thấy son rất mướt lên môi xinh xỉu 33 nên mua nên mua nhaaa
"Chim ưng nhé, mình mua 3 lần rồi vừa rẻ, lên màu lại rất mướt và đẹp, mọi người nên mua🥰🥰🥰",-1,2,-1,2,-1,2,-1,-1,chim ưng nhé mình mua lần rồi vừa rẻ lên màu lại rất mướt và đẹp mọi người nên mua
Kem xịn chất nhung mịn nhưng nhanh trooii màu lên rất đẹp luôn  lsau sẽ ủng hộ tiếp hihi,0,2,-1,-1,-1,2,-1,-1,kem xịn chất nhung mịn nhưng nhanh trooii màu lên rất đẹp luôn lsau sẽ ủng hộ tiếp
"5 sao nhé, pack đẹp, chất son cũng ổn, màu ưng, chuẩn bị hàng mấy ngày lận",-1,2,-1,-1,-1,2,-1,2,sao nhé pack đẹp chất son cũng ổn màu ưng chuẩn bị hàng mấy ngày lận
Màu xinh xĩu akdkxndkcsnckxnslsjsnclxnckxcksndksndlvns ccl,-1,-1,-1,-1,-1,2,-1,-1,màu xinh xĩu ccl
"Tên trong shop thì ghi là son lì
Nhưng đến khi nhận hàng thì chẳng thấy lì đâu
Pùn^^",0,-1,-1,-1,-1,-1,-1,-1,tên trong shop thì ghi là son lì nhưng đến khi nhận hàng thì chẳng thấy lì đâu pùn
"Hàng đẹp lắm ạ,chất lượng tuyệt vời ,rất đáng tiền,nên mua nha",-1,-1,-1,2,-1,-1,-1,-1,hàng đẹp lắm ạ chất lượng tuyệt vời rất đáng tiền nên mua nha
Son xinh lên màu chuẩn mướt minh hơn với kì vọng so với giá tiền này,-1,2,-1,2,-1,2,-1,-1,son xinh lên màu chuẩn mướt minh hơn với kì vọng so với giá tiền này
"Son siêu xinh luôn nha, chất son thích lắm, mùi lại còn thơm nữa.",-1,2,2,-1,-1,-1,-1,-1,son siêu xinh luôn nha chất son thích lắm mùi lại còn thơm nữa
"giao siêu nhanh, gói hàng kĩ, son đẹp😍 cho sốp 10 điểm ạaaaaaa",-1,-1,-1,-1,-1,-1,2,2,giao siêu nhanh gói hàng kĩ son đẹp cho sốp điểm
"Shop đóng gói sản phẩm cẩn thận, thời gian giao hàng nhanh",-1,-1,-1,-1,-1,-1,2,2,shop đóng gói sản phẩm cẩn thận thời gian giao hàng nhanh
"Độ bền màu: Son dễ trôi
Đóng gói sp 10đ. Giao hàng 20 ngày mới nhận dc vif cấm biên nên bỏ qua .chất son Không mềm mịn và đánh lên môi có bột, lamf khô môi.màu trên hình và ở ngoài khác nhau. Hàng sale nên chấp nhận",0,0,-1,2,-1,0,0,-1,bền màu son dễ trôi đóng gói sp 10 đ giao hàng ngày mới nhận dc vif cấm biên nên bỏ qua chất son không mềm mịn và đánh lên môi có bột lamf khô môi màu trên hình và ở ngoài khác nhau hàng sale nên chấp nhận
"Sản phẩm đẹp, chất lượng tốt, thơm, shop đóng gói cẩn thận, giao hàng nhanh",-1,-1,2,-1,-1,-1,2,2,sản phẩm đẹp chất lượng tốt thơm shop đóng gói cẩn thận giao hàng nhanh
"Chất lượng sản phẩm tốt. Giao hàng hơi lâu, hình ảnh chỉ để nhận xu",-1,-1,-1,-1,-1,-1,0,-1,chất lượng sản phẩm tốt giao hàng hơi lâu hình ảnh chỉ để nhận xu
Chất son mịn nhưng dễ trôi havcaha ahiabscsisbsjsvnanankk,0,2,-1,-1,-1,-1,-1,-1,chất son mịn nhưng dễ trôi havcaha
son rất mịn và màu lên đẹp thơm ( hình ảnh chỉ mang tính chất nhận xu),-1,2,2,-1,-1,2,-1,-1,son rất mịn và màu lên đẹp thơm hình ảnh chỉ mang tính chất nhận xu
"Son đánh bị khô môi k như maug cũ mình mua í 
Cacban nên tẩy trang. Môi thật kic trước khi đánh tránh bị bờ môi",-1,0,-1,-1,-1,-1,-1,-1,son đánh bị khô môi k như maug cũ mình mua í cacban nên tẩy trang môi thật kic trước khi đánh tránh bị bờ môi
"Son lên màu chuẩn, màu đánh lên môi xinh lắm. Đúng 2 màu mà mình đang tìm kiếm",-1,-1,-1,-1,-1,2,-1,-1,son lên màu chuẩn màu đánh lên môi xinh lắm đúng màu mà mình đang tìm kiếm
"Chất son tạm ổn,cho shop 5 sao hiiiiiiii ksknzjknaizjiszbizhus",-1,2,-1,-1,-1,-1,-1,-1,chất son tạm ổn cho shop sao
vhhhbvvvvvvvvvvvvvvvvvvvvvv         vhhgfddzzxfhb drthfdetvcdf,-1,-1,-1,-1,1,-1,-1,-1,
"Màu 402 và màu 502 mic lại với nhau siêu xinh luônn 
Mùi còn thơm nữa hê",-1,-1,2,-1,-1,2,-1,-1,màu 402 và màu 502 mic lại với nhau siêu xinh luônn mùi còn thơm nữa hê
Lần đầu dùng cảm thấy cũng khá oke. Mà mình thấy son cũng dễ trôi...,0,-1,-1,-1,-1,-1,-1,-1,lần đầu dùng cảm thấy cũng khá oke mà mình thấy son cũng dễ trôi
"Màu đẹp nha mn hỏng nói gì nheieuf thì mn cũng biết em này rất hot , mình đánh lên thấy nó nâng tone da lên xíu á hơi dễ khô môi một chút nên mn dưỡng môi kĩ nha",-1,0,-1,-1,-1,2,-1,-1,màu đẹp nha mn hỏng nói gì nheieuf thì mn cũng biết em này rất hot mình đánh lên thấy nó nâng tone da lên xíu á hơi dễ khô môi một chút nên mn dưỡng môi kĩ nha
Mk mua nhiều lần r chất lượng rất tốt môi mk ko bị thâm nên môi rất đẹp sẽ ủng hộ nhiều lầm nx 😍😍😍,-1,-1,-1,-1,1,-1,-1,-1,mk mua nhiều lần r chất lượng rất tốt môi mk ko bị thâm nên môi rất đẹp sẽ ủng hộ nhiều lầm nx
"Like 2 bài viết mỗi ngày là có tiền chỉ cần truy cập link: https://www.utblike.com/Home/Public/reg/type/1/smid/1466562/code/7dcclfan5nr0
NHÓM : https://t.me/joinchat/mCHrr0tKpkI2ZDVl
ZALO : https://zalo.me/g/fqdxyr705",-1,-1,-1,-1,1,-1,-1,-1,like bài viết mỗi ngày là có tiền chỉ cần truy cập link nhóm zalo
"Kết cấu: o
Sản phẩm có mùi thơm nhẹ, khá là mịn, lên màu đẹp, giá rẻ, chất lượng phù hợp",-1,2,2,2,-1,2,-1,-1,kết cấu o sản phẩm có mùi thơm nhẹ khá là mịn lên màu đẹp giá rẻ chất lượng phù hợp
Màu nó siu iu k thể nào tả đc. Hình ảnh và video chỉ mang tính chất nhận xu nề.@/929₫/₫@€]+*\?\>$’&jegvwnakakwondckwospznbb,-1,-1,-1,-1,-1,2,-1,-1,màu nó siu iu k thể nào tả đc hình ảnh và video chỉ mang tính chất nhận xu
Giao đủ nha. Mua hộ nên k giám test trc. Nhưng thấy bao bì khá ổn áp. Hài lòng,-1,-1,-1,-1,-1,-1,2,2,giao đủ nha mua hộ nên k giám test trc nhưng thấy bao bì khá ổn áp hài lòng
Son thơm và đẹp lại rẻ mua đi chờ gì nữa kakaka 🥴🐰💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻,-1,-1,2,2,-1,-1,-1,-1,son thơm và đẹp lại rẻ mua đi chờ gì nữa
"Son xinh xỉu
Lần đầu order thử son trên shoppe mà ưng thế này
Son mướt ko bị khô
Lên màu đẹp
Lâu trôi đúng dạng kem lì
Nên mua nhé mn
Sẽ tiếp tục ủng hộ shop
⭐️⭐️⭐️⭐️⭐️",2,2,-1,-1,-1,2,-1,-1,son xinh xỉu lần đầu order thử son trên shoppe mà ưng thế này son mướt ko bị khô lên màu đẹp lâu trôi đúng dạng kem lì nên mua nhé mn sẽ tiếp tục ủng hộ shop
"Son xinhhh, lên màu chuẩn, mềm môi...",-1,2,-1,-1,-1,2,-1,-1,son xinhhh lên màu chuẩn mềm môi
"Kết cấu: son mịn
Độ bền màu: giữ màu lâu
Màu ok lắm mọi ng nên thử nhe",2,2,-1,-1,-1,2,-1,-1,kết cấu son mịn bền màu giữ màu lâu màu ok lắm mọi ng nên thử nhe
Mua hàng mall nên khá yên tâm nhưng vừa mua về thì chỗ bán mĩ phẩm gần nhà còn sale rẻ hơn 🥲,-1,-1,-1,0,-1,-1,-1,-1,mua hàng mall nên khá yên tâm nhưng vừa mua về thì chỗ bán mĩ phẩm gần nhà còn sale rẻ hơn
Giao đúng đủ sản phẩm. Thời gian giao hàng nhanh. Nxet lấy xu. Ok,-1,-1,-1,-1,-1,-1,2,-1,giao đúng đủ sản phẩm thời gian giao hàng nhanh nxet lấy xu ok
"Giao hàng nhanh
Đóng gói cẩn thận
Màu cũng đx
Độ lì ko bền
Mùi son giống kẹo socola
Mình dùng ko hợp 😭
Tks shop",0,-1,2,-1,-1,2,2,2,giao hàng nhanh đóng gói cẩn thận màu cũng đx lì ko bền mùi son giống kẹo socola mình dùng ko hợp tks shop
